id,Name,Price,Rating,Reviews,Mileage,Location,Price_change,Deals,Model
2956,2022 Bentley Flying Spur V8,219000,2.6,174,4847,"Palmyra, NJ",0,Good Deal,Bentley Certified
2957,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
2958,2023 BMW X5 M50i,81800,0,15,5729,"Shelby Township, MI",3200,Good Deal,BMW Certified
2959,2022 Ford Mustang GT Premium,36139,4.9,126,34483,"Philadelphia, MS",231,Great Deal,Ford Certified
2960,2023 Subaru Crosstrek Hybrid Base,35610,0,86,10292,"Highland Park, IL",1220,Great Deal,Subaru Certified
2961,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2962,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
2963,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2964,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2965,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2966,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
2967,2023 Audi A5 Sportback 45 S Line Premium Plus,45795,4.7,915,3229,"Natick, MA",400,Great Deal,Audi Certified
2968,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2969,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
2970,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2971,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2972,2020 GMC Yukon XL SLT,45791,4.5,230,49154,"Everett, WA",0,Fair Deal,GMC Certified
2973,2023 Kia Sportage SX,31995,4.8,428,5333,"Carrollton, TX",0,Good Deal,Kia Certified
2974,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
2975,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
2976,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
2977,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
2978,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2979,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2980,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
2981,2021 Hyundai Palisade Calligraphy,37976,4.1,532,31339,"Menomonee Falls, WI",1999,Great Deal,Hyundai Certified
2982,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
2983,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
2984,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2985,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2986,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2987,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2988,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
2989,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2990,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2991,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2992,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
2993,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
2994,2020 Toyota Tacoma SR5,29285,2.9,536,73454,"Cincinnati, OH",200,Good Deal,Toyota Certified
2995,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
2996,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
2997,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
2998,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
2999,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
3000,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
3001,2022 Buick Encore GX Preferred,19900,4.6,2268,30237,"Sheboygan, WI",0,Great Deal,Buick Certified
3002,2021 Hyundai Palisade Calligraphy,37976,4.1,532,31339,"Menomonee Falls, WI",1999,Great Deal,Hyundai Certified
3003,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
3004,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
3005,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
3006,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
3007,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
3008,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
3009,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
3010,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
3011,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
3012,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
3013,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
3014,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
3015,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
3016,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
3017,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
3018,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
3019,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
3020,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
3021,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
3022,2021 Toyota Tundra SR5,32225,3.4,268,67400,"Thousand Oaks, CA",1040,Great Deal,Toyota Certified
3023,2023 Toyota 4Runner SR5 Premium,38995,4.9,2440,26924,"Inver Grove Heights, MN",2000,Great Deal,Toyota Certified
3024,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
3025,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
3026,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
3027,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
3028,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
3029,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
3030,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
3031,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
3032,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
3033,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
3034,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
3035,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
3036,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
3037,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
3038,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
3039,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
3040,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
3041,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
3042,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
3043,2021 Toyota Tundra SR5,32225,3.4,268,67400,"Thousand Oaks, CA",1040,Great Deal,Toyota Certified
3044,2023 Toyota 4Runner SR5 Premium,38995,4.9,2440,26924,"Inver Grove Heights, MN",2000,Great Deal,Toyota Certified
3045,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
3046,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
3047,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
3048,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
3049,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
3050,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
3051,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
3052,2020 GMC Yukon XL SLT,45791,4.5,230,49154,"Everett, WA",0,Fair Deal,GMC Certified
3053,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
3054,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
3055,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
3056,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
3057,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
3058,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
3059,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
3060,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
3061,2022 Bentley Flying Spur V8,219000,2.6,174,4847,"Palmyra, NJ",0,Good Deal,Bentley Certified
3062,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
3063,2023 BMW X5 M50i,81800,0,15,5729,"Shelby Township, MI",3200,Good Deal,BMW Certified
3064,2022 Ford Mustang GT Premium,36139,4.9,126,34483,"Philadelphia, MS",231,Great Deal,Ford Certified
3065,2023 Subaru Crosstrek Hybrid Base,35610,0,86,10292,"Highland Park, IL",1220,Great Deal,Subaru Certified
3066,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
3067,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
3068,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
3069,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
3070,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
3071,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
3072,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
3073,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
3074,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
3075,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
3076,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
3077,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
3078,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
3079,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
3080,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
3081,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
3082,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
3083,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
3084,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
3085,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
3086,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
3087,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
3088,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
3089,2023 BMW X5 M50i,81800,0,15,5729,"Shelby Township, MI",3200,Good Deal,BMW Certified
3090,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
3091,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
3092,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
3093,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
3094,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
3095,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
3096,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
3097,2022 Kia K5 LXS,24645,4.6,1309,2288,"Wauwatosa, WI",157,Good Deal,Kia Certified
3098,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
3099,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
3100,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
3101,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
3102,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
3103,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
3104,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
3105,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
3106,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
3107,2022 Ford Mustang GT Premium,36139,4.9,126,34483,"Philadelphia, MS",231,Great Deal,Ford Certified
3108,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
3109,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
3110,2023 BMW X5 M50i,81800,0,15,5729,"Shelby Township, MI",3200,Good Deal,BMW Certified
3111,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
3112,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
3113,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
3114,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
3115,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
3116,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
3117,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
3118,2022 Kia K5 LXS,24645,4.6,1309,2288,"Wauwatosa, WI",157,Good Deal,Kia Certified
3119,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
3120,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
3121,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
3122,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
3123,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
3124,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
3125,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
3126,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
3127,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
3128,2022 Ford Mustang GT Premium,36139,4.9,126,34483,"Philadelphia, MS",231,Great Deal,Ford Certified
3129,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
3130,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
3131,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
3132,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
3133,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
3134,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
3135,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
3136,2020 GMC Yukon XL SLT,45791,4.5,230,49154,"Everett, WA",0,Fair Deal,GMC Certified
3137,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
3138,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
3139,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
3140,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
3141,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
3142,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
3143,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
3144,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
3145,2022 Bentley Flying Spur V8,219000,2.6,174,4847,"Palmyra, NJ",0,Good Deal,Bentley Certified
3146,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
3147,2023 BMW X5 M50i,81800,0,15,5729,"Shelby Township, MI",3200,Good Deal,BMW Certified
3148,2022 Ford Mustang GT Premium,36139,4.9,126,34483,"Philadelphia, MS",231,Great Deal,Ford Certified
3149,2023 Subaru Crosstrek Hybrid Base,35610,0,86,10292,"Highland Park, IL",1220,Great Deal,Subaru Certified
3150,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
3151,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
3152,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
3153,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
3154,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
3155,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
3156,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
3157,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
3158,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
3159,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
3160,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
3161,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
3162,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
3163,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
3164,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
3165,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
3166,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
3167,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
3168,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
3169,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
3170,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
3171,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
3172,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
3173,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
3174,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
3175,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
3176,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
3177,2023 Audi A5 Sportback 45 S Line Premium Plus,45795,4.7,915,3229,"Natick, MA",400,Great Deal,Audi Certified
3178,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
3179,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
3180,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
3181,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
3182,2020 GMC Yukon XL SLT,45791,4.5,230,49154,"Everett, WA",0,Fair Deal,GMC Certified
3183,2023 Kia Sportage SX,31995,4.8,428,5333,"Carrollton, TX",0,Good Deal,Kia Certified
3184,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
3185,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
3186,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
3187,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
3188,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
